,corp_code,stock_code,PBR,PBR score,PER,PER score,PSR,PSR score,EE,EE score,PCR,PCR score,DIV,DIV score,6M momentum,3M momentum,Total Score
사조대림,00109718,003960,0.4257306486739198,89.90760483297797,3.3195838629922325,96.090973702914,0.12182852399056501,96.73063255152807,8.128469818057928,86.21179815209666,3.542355306469344,92.11087420042644,0.006656201533099556,65.2452025586354,16.7,6.94,673.0209202665324
LX인터내셔널,00120076,001120,0.5921121958406342,81.66311300639659,2.612729075571623,97.72565742714997,0.08460356531188543,98.4363894811656,6.713655644462431,90.12082444918266,8.03999383277742,75.83511016346837,0.02251276222554507,85.85643212508884,44.83,44.57,672.9238037494881
LF,00593032,093050,0.3561371202465,93.10589907604833,3.919261917174187,94.24307036247335,0.29759846948938656,85.50106609808103,5.898217349763657,92.03980099502488,1.71671425476209,97.6545842217484,0.030250765050363084,90.47619047619048,-1.83,11.94,670.9334986893234
포스코스틸리온,00155258,058430,0.8932392507477748,66.24022743425729,2.9188314565583426,97.0859985785359,0.21376505343714422,90.6183368869936,3.7880467414224963,97.51243781094527,7.059443387991061,79.95735607675905,0.010416666666666666,72.0682302771855,-14.89,2.78,668.5102627895454
우리엔터프라이즈,00155692,037400,0.2884018872931361,96.23312011371713,3.4005848455517182,95.73560767590618,0.045705822460584855,99.7867803837953,10.070497313545651,80.73916133617627,1.4278657410462943,98.4363894811656,0,26.474769012082447,-1.01,22.11,665.7819826530425
미창석유공업,00122056,003650,0.40432023798173294,91.11584932480454,3.6844646102602123,94.81165600568586,0.3005158928338209,85.35891968727789,2.9345302777975575,98.36531627576403,8.013860128454223,76.04832977967305,0.026022304832713755,88.05970149253731,1.38,8.18,660.0528858546985
에스에이엠티,00128661,031330,1.345366645081147,49.324804548685144,6.982047111929272,86.14072494669509,0.18813324773978807,92.3951670220327,8.183773269860279,85.71428571428571,2.2841277924041377,96.44633972992182,0.03500583430571762,92.96375266524521,-13.08,5.15,655.9030763879175
코오롱글로벌,00152880,003070,0.8298764775024194,69.36744847192608,3.7165875597794007,94.74058280028429,0.10717438368287262,97.37029140014215,11.873561760823511,75.62189054726367,2.553410321528979,95.80668088130774,0.020017016336871727,83.86638237384507,-18.94,1.53,653.4297592307129
한국주철관공업,00159573,000970,0.6052112334819857,81.2366737739872,3.1858961216235344,96.58848614072495,0.4115115652121582,78.96233120113718,2.5012445052351473,98.86282871357498,7.0632536990052515,79.81520966595593,0.020467437803770378,84.43496801705757,1.46,9.66,648.5572015650922
대한제분,00113243,001130,0.33068232497039696,94.5273631840796,3.3358649379516,95.94882729211088,0.26202979610764454,87.27789623312012,4.911372887320661,95.02487562189054,10.161399664343055,69.9360341151386,0.011299435028248588,73.91613361762616,7.93,4.73,647.9378309832891
한진,00163512,002320,0.33857017586232213,94.17199715707179,2.9308880281225407,97.01492537313433,0.1857672829644422,92.67945984363895,12.774200317053591,73.06325515280739,2.3727745667986646,96.23312011371713,0.019967459527043763,83.79530916844351,-1.83,9.17,643.4304267205138
한국수출포장공업,00158112,002200,0.3727720412337308,92.53731343283582,6.190260839868783,88.4861407249467,0.30753571039605987,84.64818763326225,6.98598316937526,89.19687277896233,5.569243097008289,85.9275053304904,0.024175286415861988,86.70931058990762,1.58,7.1,642.0946390160899
대원,00111838,007680,0.39216045092144597,91.6133617626155,4.514358616218641,93.10589907604833,0.45835512694853614,76.04832977967305,4.035492310337037,97.22814498933901,6.280352456522168,83.36886993603412,0.027340890730191428,88.69936034115139,2.0,10.51,641.5335977535757
황금에스티,00218575,032560,0.43434331562268136,89.48116560056859,4.840864615956313,92.11087420042644,0.5329673632595476,71.57071783937455,4.1936931955185655,96.73063255152807,2.0597241282731087,96.8727789623312,0.01619527040720002,79.60199004975125,2.61,8.14,641.1618967412611
한솔로지스틱스,00140946,009180,1.3964554986617723,47.76119402985074,4.671516248631487,92.46624022743426,0.14690642804089646,95.5223880597015,8.309666372146106,85.35891968727789,8.325171263278722,75.1954513148543,0.012515644555694618,75.55081734186213,-18.39,16.64,639.3732921411074
